Program,Year,Week Ending,State ANSI,County,County ANSI,Value,CV (%)
SURVEY,2005,,18,HARRISON,61,125.7,
SURVEY,2005,,18,JACKSON,71,128.1,
SURVEY,2005,,18,LAWRENCE,93,130.8,
SURVEY,2005,,18,MONROE,105,139.5,
SURVEY,2005,,18,ORANGE,117,144,
SURVEY,2005,,18,OTHER (COMBINED) COUNTIES,,119.2,
SURVEY,2005,,18,PERRY,123,147.9,
SURVEY,2005,,18,WASHINGTON,175,124.5,
SURVEY,2005,,18,CLARK,19,109.4,
SURVEY,2005,,18,DEARBORN,29,138,
SURVEY,2005,,18,FRANKLIN,47,149.7,
SURVEY,2005,,18,JEFFERSON,77,124,
SURVEY,2005,,18,JENNINGS,79,141.2,
SURVEY,2005,,18,OTHER (COMBINED) COUNTIES,,134.7,
SURVEY,2005,,18,RIPLEY,137,149.6,
SURVEY,2005,,18,SCOTT,143,132.3,
SURVEY,2005,,18,DAVIESS,27,158.4,
SURVEY,2005,,18,DUBOIS,37,144.6,
SURVEY,2005,,18,GIBSON,51,155.7,
SURVEY,2005,,18,GREENE,55,162,
SURVEY,2005,,18,KNOX,83,157.7,
SURVEY,2005,,18,MARTIN,101,155.1,
SURVEY,2005,,18,PIKE,125,145.3,
SURVEY,2005,,18,POSEY,129,151.2,
SURVEY,2005,,18,SPENCER,147,135.4,
SURVEY,2005,,18,SULLIVAN,153,159.2,
SURVEY,2005,,18,VANDERBURGH,163,155.4,
SURVEY,2005,,18,WARRICK,173,143.9,
SURVEY,2005,,18,CLAY,21,162.6,
SURVEY,2005,,18,FOUNTAIN,45,158.4,
SURVEY,2005,,18,MONTGOMERY,107,157.7,
SURVEY,2005,,18,OWEN,119,146,
SURVEY,2005,,18,PARKE,121,154,
SURVEY,2005,,18,PUTNAM,133,159.3,
SURVEY,2005,,18,TIPPECANOE,157,169.8,
SURVEY,2005,,18,VERMILLION,165,160.9,
SURVEY,2005,,18,VIGO,167,157.1,
SURVEY,2005,,18,WARREN,171,158.6,
SURVEY,2004,,18,BARTHOLOMEW,5,166.7,
SURVEY,2004,,18,BOONE,11,178.6,
SURVEY,2004,,18,CLINTON,23,180.8,
SURVEY,2004,,18,DECATUR,31,181.3,
SURVEY,2004,,18,GRANT,53,176.2,
SURVEY,2004,,18,HAMILTON,57,167.1,
SURVEY,2004,,18,HANCOCK,59,168.9,
SURVEY,2004,,18,HENDRICKS,63,177.7,
SURVEY,2004,,18,HOWARD,67,183.1,
SURVEY,2004,,18,JOHNSON,81,172.9,
SURVEY,2004,,18,MADISON,95,172.8,
SURVEY,2004,,18,MARION,97,166.9,
SURVEY,2004,,18,MORGAN,109,169.2,
SURVEY,2004,,18,RUSH,139,179.3,
SURVEY,2004,,18,SHELBY,145,170.6,
SURVEY,2004,,18,TIPTON,159,180.8,
SURVEY,2004,,18,BLACKFORD,9,155,
SURVEY,2004,,18,DELAWARE,35,164.5,
SURVEY,2004,,18,FAYETTE,41,172.7,
SURVEY,2004,,18,HENRY,65,163.7,
SURVEY,2004,,18,JAY,75,164.5,
SURVEY,2004,,18,RANDOLPH,135,164.9,
SURVEY,2004,,18,UNION,161,185,
SURVEY,2004,,18,WAYNE,177,160.3,
SURVEY,2004,,18,CARROLL,15,188.6,
SURVEY,2004,,18,CASS,17,178.4,
SURVEY,2004,,18,ELKHART,39,155,
SURVEY,2004,,18,FULTON,49,159.5,
SURVEY,2004,,18,KOSCIUSKO,85,163,
SURVEY,2004,,18,MARSHALL,99,156.2,
SURVEY,2004,,18,MIAMI,103,169,
SURVEY,2004,,18,ST. JOSEPH,141,157.5,
SURVEY,2004,,18,WABASH,169,168.4,
SURVEY,2004,,18,ADAMS,1,165.3,
SURVEY,2004,,18,ALLEN,3,156.5,
SURVEY,2004,,18,DE KALB,33,145,
SURVEY,2004,,18,HUNTINGTON,69,164.5,
SURVEY,2004,,18,LAGRANGE,87,135.6,
SURVEY,2004,,18,NOBLE,113,154.1,
SURVEY,2004,,18,STEUBEN,151,144.2,
SURVEY,2004,,18,WELLS,179,168,
SURVEY,2004,,18,WHITLEY,183,159.8,
SURVEY,2004,,18,BENTON,7,170.8,
SURVEY,2004,,18,JASPER,73,174.9,
SURVEY,2004,,18,LA PORTE,91,169.6,
SURVEY,2004,,18,LAKE,89,161.1,
SURVEY,2004,,18,NEWTON,111,179.4,
SURVEY,2004,,18,PORTER,127,172.7,
SURVEY,2004,,18,PULASKI,131,167.3,
SURVEY,2004,,18,STARKE,149,154.3,
SURVEY,2004,,18,WHITE,181,175.9,
SURVEY,2004,,18,HARRISON,61,145.8,
SURVEY,2004,,18,JACKSON,71,157.7,
SURVEY,2004,,18,LAWRENCE,93,150.4,
SURVEY,2004,,18,MONROE,105,141.6,
SURVEY,2004,,18,ORANGE,117,154.9,
SURVEY,2004,,18,OTHER (COMBINED) COUNTIES,,130,
SURVEY,2004,,18,PERRY,123,138.3,
SURVEY,2004,,18,WASHINGTON,175,141.1,
SURVEY,2004,,18,CLARK,19,146.6,
SURVEY,2004,,18,DEARBORN,29,158.8,
SURVEY,2004,,18,FRANKLIN,47,162.3,
SURVEY,2004,,18,JEFFERSON,77,141.7,
SURVEY,2004,,18,JENNINGS,79,144.5,
SURVEY,2004,,18,OTHER (COMBINED) COUNTIES,,149.4,
SURVEY,2004,,18,RIPLEY,137,151.5,
SURVEY,2004,,18,SCOTT,143,137.5,
SURVEY,2004,,18,DAVIESS,27,166.2,
SURVEY,2004,,18,DUBOIS,37,156.5,
SURVEY,2004,,18,GIBSON,51,185.2,
SURVEY,2004,,18,GREENE,55,161.2,
SURVEY,2004,,18,KNOX,83,183.6,
SURVEY,2004,,18,MARTIN,101,162.3,
SURVEY,2004,,18,PIKE,125,159.7,
SURVEY,2004,,18,POSEY,129,174.2,
SURVEY,2004,,18,SPENCER,147,129.6,
SURVEY,2004,,18,SULLIVAN,153,180.5,
SURVEY,2004,,18,VANDERBURGH,163,161.7,
SURVEY,2004,,18,WARRICK,173,136.7,
SURVEY,2004,,18,CLAY,21,175.2,
SURVEY,2004,,18,FOUNTAIN,45,172.7,
SURVEY,2004,,18,MONTGOMERY,107,176.3,
SURVEY,2004,,18,OWEN,119,165,
SURVEY,2004,,18,PARKE,121,164.6,
SURVEY,2004,,18,PUTNAM,133,178.8,
SURVEY,2004,,18,TIPPECANOE,157,169.7,
SURVEY,2004,,18,VERMILLION,165,170.5,
SURVEY,2004,,18,VIGO,167,171.8,
SURVEY,2004,,18,WARREN,171,170.8,
SURVEY,2003,,18,BARTHOLOMEW,5,137.3,
SURVEY,2003,,18,BOONE,11,145.6,
SURVEY,2003,,18,CLINTON,23,159.6,
SURVEY,2003,,18,DECATUR,31,152,
SURVEY,2003,,18,GRANT,53,150,
SURVEY,2003,,18,HAMILTON,57,139.6,
SURVEY,2003,,18,HANCOCK,59,146.6,
SURVEY,2003,,18,HENDRICKS,63,158.6,
SURVEY,2003,,18,HOWARD,67,152.6,
SURVEY,2003,,18,JOHNSON,81,142.5,
SURVEY,2003,,18,MADISON,95,142.9,
SURVEY,2003,,18,MARION,97,140.5,
SURVEY,2003,,18,MORGAN,109,139.3,
SURVEY,2003,,18,RUSH,139,158.5,
SURVEY,2003,,18,SHELBY,145,154.7,
SURVEY,2003,,18,TIPTON,159,146.5,
SURVEY,2003,,18,BLACKFORD,9,135.9,
SURVEY,2003,,18,DELAWARE,35,142.9,
SURVEY,2003,,18,FAYETTE,41,155.8,
SURVEY,2003,,18,HENRY,65,153.5,
SURVEY,2003,,18,JAY,75,127.8,
SURVEY,2003,,18,RANDOLPH,135,140.6,
SURVEY,2003,,18,UNION,161,154.2,
SURVEY,2003,,18,WAYNE,177,147.7,
SURVEY,2003,,18,CARROLL,15,158.5,
SURVEY,2003,,18,CASS,17,139,
SURVEY,2003,,18,ELKHART,39,150.8,
SURVEY,2003,,18,FULTON,49,144.7,
SURVEY,2003,,18,KOSCIUSKO,85,154.7,
SURVEY,2003,,18,MARSHALL,99,144,
SURVEY,2003,,18,MIAMI,103,147.8,
SURVEY,2003,,18,ST. JOSEPH,141,140.1,
SURVEY,2003,,18,WABASH,169,148.8,
SURVEY,2003,,18,ADAMS,1,132.9,
SURVEY,2003,,18,ALLEN,3,151.8,
SURVEY,2003,,18,DE KALB,33,148.9,
SURVEY,2003,,18,HUNTINGTON,69,144.3,
SURVEY,2003,,18,LAGRANGE,87,138.4,
SURVEY,2003,,18,NOBLE,113,154.1,
SURVEY,2003,,18,STEUBEN,151,146.5,
SURVEY,2003,,18,WELLS,179,134.5,
SURVEY,2003,,18,WHITLEY,183,161.1,
SURVEY,2003,,18,BENTON,7,164.1,
SURVEY,2003,,18,JASPER,73,122.8,
SURVEY,2003,,18,LA PORTE,91,142.4,
SURVEY,2003,,18,LAKE,89,135.4,
SURVEY,2003,,18,NEWTON,111,147.8,
SURVEY,2003,,18,PORTER,127,148.4,
SURVEY,2003,,18,PULASKI,131,119.6,
SURVEY,2003,,18,STARKE,149,120.1,
SURVEY,2003,,18,WHITE,181,139.7,
SURVEY,2003,,18,HARRISON,61,134.3,
SURVEY,2003,,18,JACKSON,71,133.8,
SURVEY,2003,,18,LAWRENCE,93,139.3,
SURVEY,2003,,18,MONROE,105,140.2,
SURVEY,2003,,18,ORANGE,117,153.9,
SURVEY,2003,,18,OTHER (COMBINED) COUNTIES,,121.9,
SURVEY,2003,,18,PERRY,123,133.7,
SURVEY,2003,,18,WASHINGTON,175,138.8,
SURVEY,2003,,18,CLARK,19,143.2,
SURVEY,2003,,18,DEARBORN,29,131.1,
SURVEY,2003,,18,FRANKLIN,47,138.8,
SURVEY,2003,,18,JEFFERSON,77,138.9,
SURVEY,2003,,18,JENNINGS,79,136,
SURVEY,2003,,18,OTHER (COMBINED) COUNTIES,,124.2,
SURVEY,2003,,18,RIPLEY,137,126.7,
SURVEY,2003,,18,SCOTT,143,143.9,
SURVEY,2003,,18,DAVIESS,27,154.6,
SURVEY,2003,,18,DUBOIS,37,136.3,
SURVEY,2003,,18,GIBSON,51,136.7,
SURVEY,2003,,18,GREENE,55,141.6,
SURVEY,2003,,18,KNOX,83,151,
SURVEY,2003,,18,MARTIN,101,151.7,
SURVEY,2003,,18,PIKE,125,122.2,
SURVEY,2003,,18,POSEY,129,146.9,
SURVEY,2003,,18,SPENCER,147,139.4,
SURVEY,2003,,18,SULLIVAN,153,155.1,
SURVEY,2003,,18,VANDERBURGH,163,142,
SURVEY,2003,,18,WARRICK,173,117.5,
SURVEY,2003,,18,CLAY,21,154.1,
SURVEY,2003,,18,FOUNTAIN,45,163.7,
SURVEY,2003,,18,MONTGOMERY,107,157.3,
SURVEY,2003,,18,OWEN,119,136.5,
SURVEY,2003,,18,PARKE,121,155.2,
SURVEY,2003,,18,PUTNAM,133,145.7,
SURVEY,2003,,18,TIPPECANOE,157,156.4,
SURVEY,2003,,18,VERMILLION,165,160.1,
SURVEY,2003,,18,VIGO,167,151.9,
SURVEY,2003,,18,WARREN,171,155.4,
SURVEY,2002,,18,BARTHOLOMEW,5,108.2,
SURVEY,2002,,18,BOONE,11,151.2,
SURVEY,2002,,18,CLINTON,23,162.9,
SURVEY,2002,,18,DECATUR,31,112.5,
SURVEY,2002,,18,GRANT,53,109.6,
SURVEY,2002,,18,HAMILTON,57,126.7,
SURVEY,2002,,18,HANCOCK,59,117,
SURVEY,2002,,18,HENDRICKS,63,147,
SURVEY,2002,,18,HOWARD,67,141.5,
SURVEY,2002,,18,JOHNSON,81,113.6,
SURVEY,2002,,18,MADISON,95,121,
SURVEY,2002,,18,MARION,97,119.9,
SURVEY,2002,,18,MORGAN,109,119.2,
SURVEY,2002,,18,RUSH,139,111.6,
SURVEY,2002,,18,SHELBY,145,121.9,
SURVEY,2002,,18,TIPTON,159,137.5,
SURVEY,2002,,18,BLACKFORD,9,101.1,
SURVEY,2002,,18,DELAWARE,35,106,
SURVEY,2002,,18,FAYETTE,41,89.2,
SURVEY,2002,,18,HENRY,65,113.1,
SURVEY,2002,,18,JAY,75,69.3,
SURVEY,2002,,18,RANDOLPH,135,94.9,
SURVEY,2002,,18,UNION,161,103.9,
SURVEY,2002,,18,WAYNE,177,89,
SURVEY,2002,,18,CARROLL,15,155.4,
SURVEY,2002,,18,CASS,17,139.6,
SURVEY,2002,,18,ELKHART,39,126.1,
SURVEY,2002,,18,FULTON,49,118.1,
SURVEY,2002,,18,KOSCIUSKO,85,122.1,
SURVEY,2002,,18,MARSHALL,99,131.1,
SURVEY,2002,,18,MIAMI,103,116.2,
SURVEY,2002,,18,ST. JOSEPH,141,125.1,
SURVEY,2002,,18,WABASH,169,100.9,
SURVEY,2002,,18,ADAMS,1,93.7,
SURVEY,2002,,18,ALLEN,3,116.1,
SURVEY,2002,,18,DE KALB,33,119,
SURVEY,2002,,18,HUNTINGTON,69,90.8,
SURVEY,2002,,18,LAGRANGE,87,94.8,
SURVEY,2002,,18,NOBLE,113,110.8,
SURVEY,2002,,18,STEUBEN,151,91.8,
SURVEY,2002,,18,WELLS,179,97.2,
SURVEY,2002,,18,WHITLEY,183,115.8,
SURVEY,2002,,18,BENTON,7,160.1,
SURVEY,2002,,18,JASPER,73,147,
SURVEY,2002,,18,LA PORTE,91,112.7,
SURVEY,2002,,18,LAKE,89,114.6,
SURVEY,2002,,18,NEWTON,111,155.2,
SURVEY,2002,,18,PORTER,127,107.2,
SURVEY,2002,,18,PULASKI,131,128.6,
SURVEY,2002,,18,STARKE,149,114.7,
SURVEY,2002,,18,WHITE,181,160.6,
SURVEY,2002,,18,HARRISON,61,66.8,
SURVEY,2002,,18,JACKSON,71,91.3,
SURVEY,2002,,18,LAWRENCE,93,71.5,
SURVEY,2002,,18,MONROE,105,98.4,
SURVEY,2002,,18,ORANGE,117,70.2,
SURVEY,2002,,18,OTHER (COMBINED) COUNTIES,,87.1,
SURVEY,2002,,18,PERRY,123,77.4,
SURVEY,2002,,18,WASHINGTON,175,64,
SURVEY,2002,,18,CLARK,19,91.7,
SURVEY,2002,,18,DEARBORN,29,80.4,
SURVEY,2002,,18,FRANKLIN,47,78.1,
SURVEY,2002,,18,JEFFERSON,77,87,
SURVEY,2002,,18,JENNINGS,79,122.2,
SURVEY,2002,,18,OTHER (COMBINED) COUNTIES,,83.8,
SURVEY,2002,,18,RIPLEY,137,85.5,
SURVEY,2002,,18,SCOTT,143,123.6,
SURVEY,2002,,18,DAVIESS,27,106.7,
SURVEY,2002,,18,DUBOIS,37,78.7,
SURVEY,2002,,18,GIBSON,51,110.1,
SURVEY,2002,,18,GREENE,55,106.3,
SURVEY,2002,,18,KNOX,83,107,
SURVEY,2002,,18,MARTIN,101,75.2,
SURVEY,2002,,18,PIKE,125,91.4,
SURVEY,2002,,18,POSEY,129,120.8,
SURVEY,2002,,18,SPENCER,147,83,
SURVEY,2002,,18,SULLIVAN,153,117.2,
SURVEY,2002,,18,VANDERBURGH,163,110.9,
SURVEY,2002,,18,WARRICK,173,93.4,
SURVEY,2002,,18,CLAY,21,135.6,
SURVEY,2002,,18,FOUNTAIN,45,140.2,
SURVEY,2002,,18,MONTGOMERY,107,151.1,
SURVEY,2002,,18,OWEN,119,125.8,
SURVEY,2002,,18,PARKE,121,123.5,
SURVEY,2002,,18,PUTNAM,133,140.3,
SURVEY,2002,,18,TIPPECANOE,157,147.7,
SURVEY,2002,,18,VERMILLION,165,120.1,
SURVEY,2002,,18,VIGO,167,122.9,
SURVEY,2002,,18,WARREN,171,149.3,
SURVEY,2001,,18,BARTHOLOMEW,5,159.7,
SURVEY,2001,,18,BOONE,11,158.8,
SURVEY,2001,,18,CLINTON,23,173.8,
SURVEY,2001,,18,DECATUR,31,172.1,
SURVEY,2001,,18,GRANT,53,163.9,
SURVEY,2001,,18,HAMILTON,57,156.7,
SURVEY,2001,,18,HANCOCK,59,159.8,
SURVEY,2001,,18,HENDRICKS,63,160.7,
SURVEY,2001,,18,HOWARD,67,169.1,
SURVEY,2001,,18,JOHNSON,81,152.5,
SURVEY,2001,,18,MADISON,95,168.9,
SURVEY,2001,,18,MARION,97,167.3,
SURVEY,2001,,18,MORGAN,109,163.4,
SURVEY,2001,,18,RUSH,139,169.4,
SURVEY,2001,,18,SHELBY,145,158.2,
SURVEY,2001,,18,TIPTON,159,173.1,
SURVEY,2001,,18,BLACKFORD,9,160.9,
SURVEY,2001,,18,DELAWARE,35,165.5,
SURVEY,2001,,18,FAYETTE,41,164,
SURVEY,2001,,18,HENRY,65,160.8,
SURVEY,2001,,18,JAY,75,148.6,
SURVEY,2001,,18,RANDOLPH,135,153.5,
SURVEY,2001,,18,UNION,161,168,
SURVEY,2001,,18,WAYNE,177,158.8,
SURVEY,2001,,18,CARROLL,15,170.2,
SURVEY,2001,,18,CASS,17,161.2,
SURVEY,2001,,18,ELKHART,39,141.9,
SURVEY,2001,,18,FULTON,49,143.2,
SURVEY,2001,,18,KOSCIUSKO,85,156,
SURVEY,2001,,18,MARSHALL,99,151.3,
SURVEY,2001,,18,MIAMI,103,154.8,
SURVEY,2001,,18,ST. JOSEPH,141,139.3,
SURVEY,2001,,18,WABASH,169,161,
SURVEY,2001,,18,ADAMS,1,154.8,
SURVEY,2001,,18,ALLEN,3,150.2,
SURVEY,2001,,18,DE KALB,33,124.1,
SURVEY,2001,,18,HUNTINGTON,69,161,
SURVEY,2001,,18,LAGRANGE,87,90.3,
SURVEY,2001,,18,NOBLE,113,131.6,
SURVEY,2001,,18,STEUBEN,151,123.9,
SURVEY,2001,,18,WELLS,179,164.5,
SURVEY,2001,,18,WHITLEY,183,158.9,
SURVEY,2001,,18,BENTON,7,159.3,
SURVEY,2001,,18,JASPER,73,147.7,
SURVEY,2001,,18,LA PORTE,91,140.7,
SURVEY,2001,,18,LAKE,89,135.4,
SURVEY,2001,,18,NEWTON,111,160.9,
SURVEY,2001,,18,PORTER,127,139,
SURVEY,2001,,18,PULASKI,131,142.6,
SURVEY,2001,,18,STARKE,149,126.1,
SURVEY,2001,,18,WHITE,181,166.2,
SURVEY,2001,,18,HARRISON,61,141.1,
SURVEY,2001,,18,JACKSON,71,157,
SURVEY,2001,,18,LAWRENCE,93,144.5,
SURVEY,2001,,18,MONROE,105,161.3,
SURVEY,2001,,18,ORANGE,117,150.9,
SURVEY,2001,,18,OTHER (COMBINED) COUNTIES,,127.4,
SURVEY,2001,,18,PERRY,123,133.2,
SURVEY,2001,,18,WASHINGTON,175,144.7,
SURVEY,2001,,18,CLARK,19,149.1,
SURVEY,2001,,18,DEARBORN,29,136.3,
SURVEY,2001,,18,FRANKLIN,47,159.3,
SURVEY,2001,,18,JEFFERSON,77,159,
SURVEY,2001,,18,JENNINGS,79,151.7,
SURVEY,2001,,18,OTHER (COMBINED) COUNTIES,,133.2,
SURVEY,2001,,18,RIPLEY,137,160.6,
SURVEY,2001,,18,SCOTT,143,151.3,
SURVEY,2001,,18,DAVIESS,27,171.6,
SURVEY,2001,,18,DUBOIS,37,162.8,
SURVEY,2001,,18,GIBSON,51,165.7,
SURVEY,2001,,18,GREENE,55,159.2,
SURVEY,2001,,18,KNOX,83,166.8,
SURVEY,2001,,18,MARTIN,101,162.5,
SURVEY,2001,,18,PIKE,125,149,
SURVEY,2001,,18,POSEY,129,167.2,
SURVEY,2001,,18,SPENCER,147,146.2,
SURVEY,2001,,18,SULLIVAN,153,157.1,
SURVEY,2001,,18,VANDERBURGH,163,167.6,
SURVEY,2001,,18,WARRICK,173,150.8,
SURVEY,2001,,18,CLAY,21,158.9,
SURVEY,2001,,18,FOUNTAIN,45,154.9,
SURVEY,2001,,18,MONTGOMERY,107,158.2,
SURVEY,2001,,18,OWEN,119,160,
SURVEY,2001,,18,PARKE,121,146.4,
SURVEY,2001,,18,PUTNAM,133,157.8,
SURVEY,2001,,18,TIPPECANOE,157,157.5,
SURVEY,2001,,18,VERMILLION,165,160.6,
SURVEY,2001,,18,VIGO,167,148.7,
SURVEY,2001,,18,WARREN,171,154.1,
SURVEY,2000,,18,BARTHOLOMEW,5,153.7,
SURVEY,2000,,18,BOONE,11,137.2,
SURVEY,2000,,18,CLINTON,23,144.3,
SURVEY,2000,,18,DECATUR,31,158.3,
SURVEY,2000,,18,GRANT,53,153.9,
SURVEY,2000,,18,HAMILTON,57,141,
SURVEY,2000,,18,HANCOCK,59,156.2,
SURVEY,2000,,18,HENDRICKS,63,144.2,
SURVEY,2000,,18,HOWARD,67,151.1,
SURVEY,2000,,18,JOHNSON,81,152.2,
SURVEY,2000,,18,MADISON,95,156.9,
SURVEY,2000,,18,MARION,97,153.7,
SURVEY,2000,,18,MORGAN,109,157.1,
SURVEY,2000,,18,RUSH,139,157.1,
SURVEY,2000,,18,SHELBY,145,154.1,
SURVEY,2000,,18,TIPTON,159,158.6,
SURVEY,2000,,18,BLACKFORD,9,144.8,
SURVEY,2000,,18,DELAWARE,35,157.3,
SURVEY,2000,,18,FAYETTE,41,157.8,
SURVEY,2000,,18,HENRY,65,155.5,
SURVEY,2000,,18,JAY,75,147.4,
SURVEY,2000,,18,RANDOLPH,135,149.8,
SURVEY,2000,,18,UNION,161,160.5,
SURVEY,2000,,18,WAYNE,177,157.8,
SURVEY,2000,,18,CARROLL,15,143.2,
SURVEY,2000,,18,CASS,17,148.4,
SURVEY,2000,,18,ELKHART,39,132.1,
SURVEY,2000,,18,FULTON,49,135.6,
SURVEY,2000,,18,KOSCIUSKO,85,128.7,
SURVEY,2000,,18,MARSHALL,99,131.6,
SURVEY,2000,,18,MIAMI,103,137.7,
SURVEY,2000,,18,ST. JOSEPH,141,128.7,
SURVEY,2000,,18,WABASH,169,136.3,
SURVEY,2000,,18,ADAMS,1,141.7,
SURVEY,2000,,18,ALLEN,3,135.3,
SURVEY,2000,,18,DE KALB,33,124.5,
SURVEY,2000,,18,HUNTINGTON,69,140.9,
SURVEY,2000,,18,LAGRANGE,87,120,
SURVEY,2000,,18,NOBLE,113,130.8,
SURVEY,2000,,18,STEUBEN,151,134.3,
SURVEY,2000,,18,WELLS,179,140.9,
SURVEY,2000,,18,WHITLEY,183,138.5,
SURVEY,2000,,18,BENTON,7,139.3,
SURVEY,2000,,18,JASPER,73,146.1,
SURVEY,2000,,18,LA PORTE,91,134.4,
SURVEY,2000,,18,LAKE,89,133.6,
SURVEY,2000,,18,NEWTON,111,140.2,
SURVEY,2000,,18,PORTER,127,128.6,
SURVEY,2000,,18,PULASKI,131,131.7,
SURVEY,2000,,18,STARKE,149,133,
SURVEY,2000,,18,WHITE,181,149.1,
SURVEY,2000,,18,HARRISON,61,153.7,
SURVEY,2000,,18,JACKSON,71,140.7,
SURVEY,2000,,18,LAWRENCE,93,140.4,
SURVEY,2000,,18,MONROE,105,147.6,
SURVEY,2000,,18,ORANGE,117,162.9,
SURVEY,2000,,18,OTHER (COMBINED) COUNTIES,,135.8,
SURVEY,2000,,18,PERRY,123,135.4,
SURVEY,2000,,18,WASHINGTON,175,144.7,
SURVEY,2000,,18,CLARK,19,142.1,
SURVEY,2000,,18,DEARBORN,29,137.7,
SURVEY,2000,,18,FRANKLIN,47,157.8,
SURVEY,2000,,18,JEFFERSON,77,149.1,
SURVEY,2000,,18,JENNINGS,79,147.4,
SURVEY,2000,,18,OTHER (COMBINED) COUNTIES,,137.8,
SURVEY,2000,,18,RIPLEY,137,142.6,
SURVEY,2000,,18,SCOTT,143,154,
SURVEY,2000,,18,DAVIESS,27,165.1,
SURVEY,2000,,18,DUBOIS,37,156.8,
SURVEY,2000,,18,GIBSON,51,159.5,
SURVEY,2000,,18,GREENE,55,153.9,
SURVEY,2000,,18,KNOX,83,164.7,
SURVEY,2000,,18,MARTIN,101,155.2,
SURVEY,2000,,18,PIKE,125,156.2,
SURVEY,2000,,18,POSEY,129,160.1,
SURVEY,2000,,18,SPENCER,147,144.9,
SURVEY,2000,,18,SULLIVAN,153,160.1,
SURVEY,2000,,18,VANDERBURGH,163,158.8,
SURVEY,2000,,18,WARRICK,173,153.6,
SURVEY,2000,,18,CLAY,21,156.6,
SURVEY,2000,,18,FOUNTAIN,45,139.7,
SURVEY,2000,,18,MONTGOMERY,107,146.6,
SURVEY,2000,,18,OWEN,119,146.2,
SURVEY,2000,,18,PARKE,121,145.7,
SURVEY,2000,,18,PUTNAM,133,149.9,
SURVEY,2000,,18,TIPPECANOE,157,139.7,
SURVEY,2000,,18,VERMILLION,165,153.7,
SURVEY,2000,,18,VIGO,167,147.4,
SURVEY,2000,,18,WARREN,171,137.6,
SURVEY,1999,,18,BARTHOLOMEW,5,116.9,
SURVEY,1999,,18,BOONE,11,141.5,
SURVEY,1999,,18,CLINTON,23,153.3,
SURVEY,1999,,18,DECATUR,31,151.6,
SURVEY,1999,,18,GRANT,53,135.5,
SURVEY,1999,,18,HAMILTON,57,130.7,
SURVEY,1999,,18,HANCOCK,59,126.8,
SURVEY,1999,,18,HENDRICKS,63,139.9,
SURVEY,1999,,18,HOWARD,67,147.5,
SURVEY,1999,,18,JOHNSON,81,136.9,
SURVEY,1999,,18,MADISON,95,145,
SURVEY,1999,,18,MARION,97,129.4,
SURVEY,1999,,18,MORGAN,109,136.2,
SURVEY,1999,,18,RUSH,139,148.5,
SURVEY,1999,,18,SHELBY,145,127.3,
SURVEY,1999,,18,TIPTON,159,158.7,
SURVEY,1999,,18,BLACKFORD,9,132.4,
SURVEY,1999,,18,DELAWARE,35,149.2,
SURVEY,1999,,18,FAYETTE,41,135,
SURVEY,1999,,18,HENRY,65,142.7,
SURVEY,1999,,18,JAY,75,126.5,
SURVEY,1999,,18,RANDOLPH,135,133.6,
SURVEY,1999,,18,UNION,161,150.8,
SURVEY,1999,,18,WAYNE,177,128.8,
SURVEY,1999,,18,CARROLL,15,152.6,
SURVEY,1999,,18,CASS,17,142,
SURVEY,1999,,18,ELKHART,39,113.3,
SURVEY,1999,,18,FULTON,49,112.1,
SURVEY,1999,,18,KOSCIUSKO,85,124.8,
SURVEY,1999,,18,MARSHALL,99,122.9,
SURVEY,1999,,18,MIAMI,103,111,
SURVEY,1999,,18,ST. JOSEPH,141,107,
SURVEY,1999,,18,WABASH,169,115.7,
SURVEY,1999,,18,ADAMS,1,112.2,
SURVEY,1999,,18,ALLEN,3,124.2,
SURVEY,1999,,18,DE KALB,33,119.3,
SURVEY,1999,,18,HUNTINGTON,69,109.2,
SURVEY,1999,,18,LAGRANGE,87,125.2,
SURVEY,1999,,18,NOBLE,113,111,
SURVEY,1999,,18,STEUBEN,151,114.8,
SURVEY,1999,,18,WELLS,179,116.5,
SURVEY,1999,,18,WHITLEY,183,90.4,
SURVEY,1999,,18,BENTON,7,149.8,
SURVEY,1999,,18,JASPER,73,145,
SURVEY,1999,,18,LA PORTE,91,127.4,
SURVEY,1999,,18,LAKE,89,134.3,
SURVEY,1999,,18,NEWTON,111,160.4,
SURVEY,1999,,18,PORTER,127,143.3,
SURVEY,1999,,18,PULASKI,131,125.2,
SURVEY,1999,,18,STARKE,149,113.4,
SURVEY,1999,,18,WHITE,181,158.3,
SURVEY,1999,,18,HARRISON,61,87.7,
SURVEY,1999,,18,JACKSON,71,100.2,
SURVEY,1999,,18,LAWRENCE,93,100,
SURVEY,1999,,18,MONROE,105,110.2,
SURVEY,1999,,18,ORANGE,117,105.4,
SURVEY,1999,,18,OTHER (COMBINED) COUNTIES,,89.8,
SURVEY,1999,,18,PERRY,123,84.3,
SURVEY,1999,,18,WASHINGTON,175,101.5,
SURVEY,1999,,18,CLARK,19,95.3,
SURVEY,1999,,18,DEARBORN,29,107.6,
SURVEY,1999,,18,FRANKLIN,47,120.6,
SURVEY,1999,,18,JEFFERSON,77,109.7,
SURVEY,1999,,18,JENNINGS,79,95.7,
SURVEY,1999,,18,OTHER (COMBINED) COUNTIES,,74.2,
SURVEY,1999,,18,RIPLEY,137,114.5,
