Program,Year,Week Ending,State ANSI,County,County ANSI,Value,CV (%)
SURVEY,1946,,18,VANDERBURGH,163,53.6,
SURVEY,1946,,18,WARRICK,173,42.8,
SURVEY,1946,,18,CLAY,21,51.5,
SURVEY,1946,,18,FOUNTAIN,45,53.6,
SURVEY,1946,,18,MONTGOMERY,107,50.6,
SURVEY,1946,,18,OWEN,119,47.7,
SURVEY,1946,,18,PARKE,121,56.5,
SURVEY,1946,,18,PUTNAM,133,55.5,
SURVEY,1946,,18,TIPPECANOE,157,56.5,
SURVEY,1946,,18,VERMILLION,165,53.7,
SURVEY,1946,,18,VIGO,167,45.5,
SURVEY,1946,,18,WARREN,171,49.6,
SURVEY,1945,,18,BARTHOLOMEW,5,44.3,
SURVEY,1945,,18,BOONE,11,53.4,
SURVEY,1945,,18,CLINTON,23,60.3,
SURVEY,1945,,18,DECATUR,31,57.4,
SURVEY,1945,,18,GRANT,53,71.3,
SURVEY,1945,,18,HAMILTON,57,60.4,
SURVEY,1945,,18,HANCOCK,59,58.3,
SURVEY,1945,,18,HENDRICKS,63,52.4,
SURVEY,1945,,18,HOWARD,67,67.3,
SURVEY,1945,,18,JOHNSON,81,58.3,
SURVEY,1945,,18,MADISON,95,59.3,
SURVEY,1945,,18,MARION,97,55.3,
SURVEY,1945,,18,MORGAN,109,52,
SURVEY,1945,,18,RUSH,139,65.3,
SURVEY,1945,,18,SHELBY,145,56.4,
SURVEY,1945,,18,TIPTON,159,70.3,
SURVEY,1945,,18,BLACKFORD,9,50.6,
SURVEY,1945,,18,DELAWARE,35,56.4,
SURVEY,1945,,18,FAYETTE,41,65.1,
SURVEY,1945,,18,HENRY,65,59.4,
SURVEY,1945,,18,JAY,75,48.5,
SURVEY,1945,,18,RANDOLPH,135,57.4,
SURVEY,1945,,18,UNION,161,65.2,
SURVEY,1945,,18,WAYNE,177,60.3,
SURVEY,1945,,18,CARROLL,15,68.4,
SURVEY,1945,,18,CASS,17,57.4,
SURVEY,1945,,18,ELKHART,39,58.4,
SURVEY,1945,,18,FULTON,49,56.4,
SURVEY,1945,,18,KOSCIUSKO,85,60.4,
SURVEY,1945,,18,MARSHALL,99,54.5,
SURVEY,1945,,18,MIAMI,103,61.4,
SURVEY,1945,,18,ST. JOSEPH,141,55.4,
SURVEY,1945,,18,WABASH,169,65.3,
SURVEY,1945,,18,ADAMS,1,49.5,
SURVEY,1945,,18,ALLEN,3,58.3,
SURVEY,1945,,18,DE KALB,33,57.4,
SURVEY,1945,,18,HUNTINGTON,69,63.3,
SURVEY,1945,,18,LAGRANGE,87,54.4,
SURVEY,1945,,18,NOBLE,113,59.4,
SURVEY,1945,,18,STEUBEN,151,57.3,
SURVEY,1945,,18,WELLS,179,58.4,
SURVEY,1945,,18,WHITLEY,183,64.3,
SURVEY,1945,,18,BENTON,7,53.2,
SURVEY,1945,,18,JASPER,73,44.3,
SURVEY,1945,,18,LA PORTE,91,48.2,
SURVEY,1945,,18,LAKE,89,42.3,
SURVEY,1945,,18,NEWTON,111,52.3,
SURVEY,1945,,18,PORTER,127,51.1,
SURVEY,1945,,18,PULASKI,131,47.3,
SURVEY,1945,,18,STARKE,149,41.4,
SURVEY,1945,,18,WHITE,181,51.2,
SURVEY,1945,,18,BROWN,13,36.9,
SURVEY,1945,,18,CRAWFORD,25,32.4,
SURVEY,1945,,18,FLOYD,43,43.8,
SURVEY,1945,,18,HARRISON,61,39.4,
SURVEY,1945,,18,JACKSON,71,38,
SURVEY,1945,,18,LAWRENCE,93,43.3,
SURVEY,1945,,18,MONROE,105,44.3,
SURVEY,1945,,18,ORANGE,117,41.3,
SURVEY,1945,,18,PERRY,123,48.2,
SURVEY,1945,,18,WASHINGTON,175,39.4,
SURVEY,1945,,18,CLARK,19,47.6,
SURVEY,1945,,18,DEARBORN,29,51.4,
SURVEY,1945,,18,FRANKLIN,47,57.3,
SURVEY,1945,,18,JEFFERSON,77,37.7,
SURVEY,1945,,18,JENNINGS,79,36.4,
SURVEY,1945,,18,OHIO,115,48.6,
SURVEY,1945,,18,RIPLEY,137,42.4,
SURVEY,1945,,18,SCOTT,143,37.7,
SURVEY,1945,,18,SWITZERLAND,155,42.6,
SURVEY,1945,,18,DAVIESS,27,43.5,
SURVEY,1945,,18,DUBOIS,37,43,
SURVEY,1945,,18,GIBSON,51,36.3,
SURVEY,1945,,18,GREENE,55,42.7,
SURVEY,1945,,18,KNOX,83,42.4,
SURVEY,1945,,18,MARTIN,101,31.8,
SURVEY,1945,,18,PIKE,125,29.1,
SURVEY,1945,,18,POSEY,129,44.4,
SURVEY,1945,,18,SPENCER,147,49,
SURVEY,1945,,18,SULLIVAN,153,39.2,
SURVEY,1945,,18,VANDERBURGH,163,51.6,
SURVEY,1945,,18,WARRICK,173,38.2,
SURVEY,1945,,18,CLAY,21,39.1,
SURVEY,1945,,18,FOUNTAIN,45,48.9,
SURVEY,1945,,18,MONTGOMERY,107,51.4,
SURVEY,1945,,18,OWEN,119,35,
SURVEY,1945,,18,PARKE,121,53.3,
SURVEY,1945,,18,PUTNAM,133,50.3,
SURVEY,1945,,18,TIPPECANOE,157,56.2,
SURVEY,1945,,18,VERMILLION,165,45.2,
SURVEY,1945,,18,VIGO,167,39.1,
SURVEY,1945,,18,WARREN,171,52.3,
SURVEY,1944,,18,BARTHOLOMEW,5,44.2,
SURVEY,1944,,18,BOONE,11,41.2,
SURVEY,1944,,18,CLINTON,23,39.7,
SURVEY,1944,,18,DECATUR,31,54.3,
SURVEY,1944,,18,GRANT,53,34.9,
SURVEY,1944,,18,HAMILTON,57,42.4,
SURVEY,1944,,18,HANCOCK,59,49.4,
SURVEY,1944,,18,HENDRICKS,63,49.9,
SURVEY,1944,,18,HOWARD,67,43.3,
SURVEY,1944,,18,JOHNSON,81,48.7,
SURVEY,1944,,18,MADISON,95,45.1,
SURVEY,1944,,18,MARION,97,45.5,
SURVEY,1944,,18,MORGAN,109,44.8,
SURVEY,1944,,18,RUSH,139,60.1,
SURVEY,1944,,18,SHELBY,145,50.4,
SURVEY,1944,,18,TIPTON,159,46.3,
SURVEY,1944,,18,BLACKFORD,9,25.8,
SURVEY,1944,,18,DELAWARE,35,39.6,
SURVEY,1944,,18,FAYETTE,41,52.3,
SURVEY,1944,,18,HENRY,65,49.2,
SURVEY,1944,,18,JAY,75,31.5,
SURVEY,1944,,18,RANDOLPH,135,41.9,
SURVEY,1944,,18,UNION,161,60.2,
SURVEY,1944,,18,WAYNE,177,46,
SURVEY,1944,,18,CARROLL,15,43.1,
SURVEY,1944,,18,CASS,17,40.6,
SURVEY,1944,,18,ELKHART,39,43.7,
SURVEY,1944,,18,FULTON,49,34.2,
SURVEY,1944,,18,KOSCIUSKO,85,31.6,
SURVEY,1944,,18,MARSHALL,99,30.4,
SURVEY,1944,,18,MIAMI,103,35.4,
SURVEY,1944,,18,ST. JOSEPH,141,35,
SURVEY,1944,,18,WABASH,169,33.2,
SURVEY,1944,,18,ADAMS,1,37.4,
SURVEY,1944,,18,ALLEN,3,38.1,
SURVEY,1944,,18,DE KALB,33,37.3,
SURVEY,1944,,18,HUNTINGTON,69,35.4,
SURVEY,1944,,18,LAGRANGE,87,35.8,
SURVEY,1944,,18,NOBLE,113,40.5,
SURVEY,1944,,18,STEUBEN,151,34.7,
SURVEY,1944,,18,WELLS,179,31,
SURVEY,1944,,18,WHITLEY,183,34.1,
SURVEY,1944,,18,BENTON,7,37.8,
SURVEY,1944,,18,JASPER,73,34.7,
SURVEY,1944,,18,LA PORTE,91,32.8,
SURVEY,1944,,18,LAKE,89,40.8,
SURVEY,1944,,18,NEWTON,111,40,
SURVEY,1944,,18,PORTER,127,34.8,
SURVEY,1944,,18,PULASKI,131,35.9,
SURVEY,1944,,18,STARKE,149,34.5,
SURVEY,1944,,18,WHITE,181,37.2,
SURVEY,1944,,18,BROWN,13,35,
SURVEY,1944,,18,CRAWFORD,25,30.2,
SURVEY,1944,,18,FLOYD,43,35.8,
SURVEY,1944,,18,HARRISON,61,35,
SURVEY,1944,,18,JACKSON,71,39.6,
SURVEY,1944,,18,LAWRENCE,93,36.3,
SURVEY,1944,,18,MONROE,105,33.7,
SURVEY,1944,,18,ORANGE,117,33.2,
SURVEY,1944,,18,PERRY,123,38.8,
SURVEY,1944,,18,WASHINGTON,175,35.5,
SURVEY,1944,,18,CLARK,19,38.1,
SURVEY,1944,,18,DEARBORN,29,41.2,
SURVEY,1944,,18,FRANKLIN,47,47,
SURVEY,1944,,18,JEFFERSON,77,36.3,
SURVEY,1944,,18,JENNINGS,79,37.8,
SURVEY,1944,,18,OHIO,115,42.1,
SURVEY,1944,,18,RIPLEY,137,44.3,
SURVEY,1944,,18,SCOTT,143,34.4,
SURVEY,1944,,18,SWITZERLAND,155,36.6,
SURVEY,1944,,18,DAVIESS,27,42.6,
SURVEY,1944,,18,DUBOIS,37,40.7,
SURVEY,1944,,18,GIBSON,51,35.6,
SURVEY,1944,,18,GREENE,55,34.9,
SURVEY,1944,,18,KNOX,83,32.2,
SURVEY,1944,,18,MARTIN,101,41.7,
SURVEY,1944,,18,PIKE,125,30.4,
SURVEY,1944,,18,POSEY,129,35.7,
SURVEY,1944,,18,SPENCER,147,38.3,
SURVEY,1944,,18,SULLIVAN,153,34.9,
SURVEY,1944,,18,VANDERBURGH,163,39.6,
SURVEY,1944,,18,WARRICK,173,35.1,
SURVEY,1944,,18,CLAY,21,41.2,
SURVEY,1944,,18,FOUNTAIN,45,47.4,
SURVEY,1944,,18,MONTGOMERY,107,46.2,
SURVEY,1944,,18,OWEN,119,32,
SURVEY,1944,,18,PARKE,121,52.1,
SURVEY,1944,,18,PUTNAM,133,47.4,
SURVEY,1944,,18,TIPPECANOE,157,38.4,
SURVEY,1944,,18,VERMILLION,165,40.4,
SURVEY,1944,,18,VIGO,167,34.9,
SURVEY,1944,,18,WARREN,171,42,
SURVEY,1943,,18,BARTHOLOMEW,5,48.2,
SURVEY,1943,,18,BOONE,11,49.9,
SURVEY,1943,,18,CLINTON,23,56.5,
SURVEY,1943,,18,DECATUR,31,53.7,
SURVEY,1943,,18,GRANT,53,54.8,
SURVEY,1943,,18,HAMILTON,57,50.6,
SURVEY,1943,,18,HANCOCK,59,56.4,
SURVEY,1943,,18,HENDRICKS,63,54.3,
SURVEY,1943,,18,HOWARD,67,59.4,
SURVEY,1943,,18,JOHNSON,81,56.6,
SURVEY,1943,,18,MADISON,95,57.5,
SURVEY,1943,,18,MARION,97,51,
SURVEY,1943,,18,MORGAN,109,51.6,
SURVEY,1943,,18,RUSH,139,58.5,
SURVEY,1943,,18,SHELBY,145,54.7,
SURVEY,1943,,18,TIPTON,159,59.5,
SURVEY,1943,,18,BLACKFORD,9,42,
SURVEY,1943,,18,DELAWARE,35,54.6,
SURVEY,1943,,18,FAYETTE,41,56.7,
SURVEY,1943,,18,HENRY,65,53.7,
SURVEY,1943,,18,JAY,75,45.3,
SURVEY,1943,,18,RANDOLPH,135,53.7,
SURVEY,1943,,18,UNION,161,62.6,
SURVEY,1943,,18,WAYNE,177,56.7,
SURVEY,1943,,18,CARROLL,15,55.7,
SURVEY,1943,,18,CASS,17,57.6,
SURVEY,1943,,18,ELKHART,39,50,
SURVEY,1943,,18,FULTON,49,53.7,
SURVEY,1943,,18,KOSCIUSKO,85,53.8,
SURVEY,1943,,18,MARSHALL,99,53.8,
SURVEY,1943,,18,MIAMI,103,57.5,
SURVEY,1943,,18,ST. JOSEPH,141,46.8,
SURVEY,1943,,18,WABASH,169,56.6,
SURVEY,1943,,18,ADAMS,1,45.4,
SURVEY,1943,,18,ALLEN,3,41.6,
SURVEY,1943,,18,DE KALB,33,43.8,
SURVEY,1943,,18,HUNTINGTON,69,60.6,
SURVEY,1943,,18,LAGRANGE,87,48.3,
SURVEY,1943,,18,NOBLE,113,57.5,
SURVEY,1943,,18,STEUBEN,151,50.1,
SURVEY,1943,,18,WELLS,179,55.4,
SURVEY,1943,,18,WHITLEY,183,53.4,
SURVEY,1943,,18,BENTON,7,48.8,
SURVEY,1943,,18,JASPER,73,42.7,
SURVEY,1943,,18,LA PORTE,91,51.8,
SURVEY,1943,,18,LAKE,89,48.9,
SURVEY,1943,,18,NEWTON,111,48.2,
SURVEY,1943,,18,PORTER,127,50.9,
SURVEY,1943,,18,PULASKI,131,39.8,
SURVEY,1943,,18,STARKE,149,41,
SURVEY,1943,,18,WHITE,181,44.4,
SURVEY,1943,,18,BROWN,13,34.5,
SURVEY,1943,,18,CRAWFORD,25,31,
SURVEY,1943,,18,FLOYD,43,37.2,
SURVEY,1943,,18,HARRISON,61,39.6,
SURVEY,1943,,18,JACKSON,71,37.7,
SURVEY,1943,,18,LAWRENCE,93,39.3,
SURVEY,1943,,18,MONROE,105,41.5,
SURVEY,1943,,18,ORANGE,117,38.4,
SURVEY,1943,,18,PERRY,123,34.7,
SURVEY,1943,,18,WASHINGTON,175,35.8,
SURVEY,1943,,18,CLARK,19,42.4,
SURVEY,1943,,18,DEARBORN,29,43.4,
SURVEY,1943,,18,FRANKLIN,47,51.8,
SURVEY,1943,,18,JEFFERSON,77,35,
SURVEY,1943,,18,JENNINGS,79,41.7,
SURVEY,1943,,18,OHIO,115,47.6,
SURVEY,1943,,18,RIPLEY,137,39.5,
SURVEY,1943,,18,SCOTT,143,44.3,
SURVEY,1943,,18,SWITZERLAND,155,41.3,
SURVEY,1943,,18,DAVIESS,27,41.3,
SURVEY,1943,,18,DUBOIS,37,36.1,
SURVEY,1943,,18,GIBSON,51,36.8,
SURVEY,1943,,18,GREENE,55,41.2,
SURVEY,1943,,18,KNOX,83,38.7,
SURVEY,1943,,18,MARTIN,101,33.9,
SURVEY,1943,,18,PIKE,125,32.2,
SURVEY,1943,,18,POSEY,129,42.4,
SURVEY,1943,,18,SPENCER,147,34,
SURVEY,1943,,18,SULLIVAN,153,36.6,
SURVEY,1943,,18,VANDERBURGH,163,37.9,
SURVEY,1943,,18,WARRICK,173,32.3,
SURVEY,1943,,18,CLAY,21,47.2,
SURVEY,1943,,18,FOUNTAIN,45,54.6,
SURVEY,1943,,18,MONTGOMERY,107,56.5,
SURVEY,1943,,18,OWEN,119,39.7,
SURVEY,1943,,18,PARKE,121,55.7,
SURVEY,1943,,18,PUTNAM,133,53.8,
SURVEY,1943,,18,TIPPECANOE,157,49,
SURVEY,1943,,18,VERMILLION,165,45.9,
SURVEY,1943,,18,VIGO,167,43.5,
SURVEY,1943,,18,WARREN,171,51.6,
SURVEY,1942,,18,BARTHOLOMEW,5,52.5,
SURVEY,1942,,18,BOONE,11,56.4,
SURVEY,1942,,18,CLINTON,23,62.1,
SURVEY,1942,,18,DECATUR,31,59.3,
SURVEY,1942,,18,GRANT,53,61.2,
SURVEY,1942,,18,HAMILTON,57,58.3,
SURVEY,1942,,18,HANCOCK,59,56.4,
SURVEY,1942,,18,HENDRICKS,63,54.5,
SURVEY,1942,,18,HOWARD,67,65,
SURVEY,1942,,18,JOHNSON,81,60.2,
SURVEY,1942,,18,MADISON,95,62.1,
SURVEY,1942,,18,MARION,97,53.6,
SURVEY,1942,,18,MORGAN,109,55.4,
SURVEY,1942,,18,RUSH,139,61.1,
SURVEY,1942,,18,SHELBY,145,54.3,
SURVEY,1942,,18,TIPTON,159,62.1,
SURVEY,1942,,18,BLACKFORD,9,54.5,
SURVEY,1942,,18,DELAWARE,35,60.2,
SURVEY,1942,,18,FAYETTE,41,60.2,
SURVEY,1942,,18,HENRY,65,56.4,
SURVEY,1942,,18,JAY,75,52.5,
SURVEY,1942,,18,RANDOLPH,135,58.3,
SURVEY,1942,,18,UNION,161,63.2,
SURVEY,1942,,18,WAYNE,177,58.3,
SURVEY,1942,,18,CARROLL,15,62.2,
SURVEY,1942,,18,CASS,17,62.1,
SURVEY,1942,,18,ELKHART,39,57.3,
SURVEY,1942,,18,FULTON,49,56.4,
SURVEY,1942,,18,KOSCIUSKO,85,61.2,
SURVEY,1942,,18,MARSHALL,99,59.2,
SURVEY,1942,,18,MIAMI,103,64.8,
SURVEY,1942,,18,ST. JOSEPH,141,57.3,
SURVEY,1942,,18,WABASH,169,64,
SURVEY,1942,,18,ADAMS,1,63.1,
SURVEY,1942,,18,ALLEN,3,60.2,
SURVEY,1942,,18,DE KALB,33,60.2,
SURVEY,1942,,18,HUNTINGTON,69,63.1,
SURVEY,1942,,18,LAGRANGE,87,53.6,
SURVEY,1942,,18,NOBLE,113,58.4,
SURVEY,1942,,18,STEUBEN,151,62.1,
SURVEY,1942,,18,WELLS,179,61.2,
SURVEY,1942,,18,WHITLEY,183,60.2,
SURVEY,1942,,18,BENTON,7,57.3,
SURVEY,1942,,18,JASPER,73,48.7,
SURVEY,1942,,18,LA PORTE,91,52.6,
SURVEY,1942,,18,LAKE,89,52.5,
SURVEY,1942,,18,NEWTON,111,53.5,
SURVEY,1942,,18,PORTER,127,52.5,
SURVEY,1942,,18,PULASKI,131,51.6,
SURVEY,1942,,18,STARKE,149,51.6,
SURVEY,1942,,18,WHITE,181,53.4,
SURVEY,1942,,18,BROWN,13,40.5,
SURVEY,1942,,18,CRAWFORD,25,33.5,
SURVEY,1942,,18,FLOYD,43,36.3,
SURVEY,1942,,18,HARRISON,61,38.1,
SURVEY,1942,,18,JACKSON,71,40.2,
SURVEY,1942,,18,LAWRENCE,93,43.8,
SURVEY,1942,,18,MONROE,105,44,
SURVEY,1942,,18,ORANGE,117,34.3,
SURVEY,1942,,18,PERRY,123,38.2,
SURVEY,1942,,18,WASHINGTON,175,38.3,
SURVEY,1942,,18,CLARK,19,43,
SURVEY,1942,,18,DEARBORN,29,49.7,
SURVEY,1942,,18,FRANKLIN,47,56.3,
SURVEY,1942,,18,JEFFERSON,77,38.1,
SURVEY,1942,,18,JENNINGS,79,38,
SURVEY,1942,,18,OHIO,115,49.1,
SURVEY,1942,,18,RIPLEY,137,42,
SURVEY,1942,,18,SCOTT,143,43,
SURVEY,1942,,18,SWITZERLAND,155,41.3,
SURVEY,1942,,18,DAVIESS,27,46.7,
SURVEY,1942,,18,DUBOIS,37,38.1,
SURVEY,1942,,18,GIBSON,51,47.8,
SURVEY,1942,,18,GREENE,55,45.6,
SURVEY,1942,,18,KNOX,83,46.4,
SURVEY,1942,,18,MARTIN,101,35.2,
SURVEY,1942,,18,PIKE,125,34.1,
SURVEY,1942,,18,POSEY,129,46.8,
SURVEY,1942,,18,SPENCER,147,43,
SURVEY,1942,,18,SULLIVAN,153,44.4,
SURVEY,1942,,18,VANDERBURGH,163,49.5,
SURVEY,1942,,18,WARRICK,173,38.1,
SURVEY,1942,,18,CLAY,21,38.8,
SURVEY,1942,,18,FOUNTAIN,45,52.6,
SURVEY,1942,,18,MONTGOMERY,107,58.3,
SURVEY,1942,,18,OWEN,119,41.1,
SURVEY,1942,,18,PARKE,121,53.5,
SURVEY,1942,,18,PUTNAM,133,54.5,
SURVEY,1942,,18,TIPPECANOE,157,58.3,
SURVEY,1942,,18,VERMILLION,165,48.4,
SURVEY,1942,,18,VIGO,167,42.6,
SURVEY,1942,,18,WARREN,171,52.6,
SURVEY,1941,,18,BARTHOLOMEW,5,36.2,
SURVEY,1941,,18,BOONE,11,53.3,
SURVEY,1941,,18,CLINTON,23,55.3,
SURVEY,1941,,18,DECATUR,31,48,
SURVEY,1941,,18,GRANT,53,51.1,
SURVEY,1941,,18,HAMILTON,57,49.6,
SURVEY,1941,,18,HANCOCK,59,43,
SURVEY,1941,,18,HENDRICKS,63,46.2,
SURVEY,1941,,18,HOWARD,67,56.9,
SURVEY,1941,,18,JOHNSON,81,45.6,
SURVEY,1941,,18,MADISON,95,50,
SURVEY,1941,,18,MARION,97,39.4,
SURVEY,1941,,18,MORGAN,109,39.6,
SURVEY,1941,,18,RUSH,139,50.6,
SURVEY,1941,,18,SHELBY,145,37.9,
SURVEY,1941,,18,TIPTON,159,61.8,
SURVEY,1941,,18,BLACKFORD,9,47.1,
SURVEY,1941,,18,DELAWARE,35,53.3,
SURVEY,1941,,18,FAYETTE,41,50.5,
SURVEY,1941,,18,HENRY,65,50.4,
SURVEY,1941,,18,JAY,75,47.5,
SURVEY,1941,,18,RANDOLPH,135,47.5,
SURVEY,1941,,18,UNION,161,61.2,
SURVEY,1941,,18,WAYNE,177,50.5,
SURVEY,1941,,18,CARROLL,15,52.3,
SURVEY,1941,,18,CASS,17,53.4,
SURVEY,1941,,18,ELKHART,39,37.3,
SURVEY,1941,,18,FULTON,49,45.3,
SURVEY,1941,,18,KOSCIUSKO,85,43.9,
SURVEY,1941,,18,MARSHALL,99,45.1,
SURVEY,1941,,18,MIAMI,103,54.3,
SURVEY,1941,,18,ST. JOSEPH,141,49.1,
SURVEY,1941,,18,WABASH,169,44.3,
SURVEY,1941,,18,ADAMS,1,46.3,
SURVEY,1941,,18,ALLEN,3,41.5,
SURVEY,1941,,18,DE KALB,33,42.4,
SURVEY,1941,,18,HUNTINGTON,69,47.6,
SURVEY,1941,,18,LAGRANGE,87,30.7,
SURVEY,1941,,18,NOBLE,113,44.6,
SURVEY,1941,,18,STEUBEN,151,37.9,
SURVEY,1941,,18,WELLS,179,51.7,
SURVEY,1941,,18,WHITLEY,183,42.3,
SURVEY,1941,,18,BENTON,7,47,
SURVEY,1941,,18,JASPER,73,40,
SURVEY,1941,,18,LA PORTE,91,39.6,
SURVEY,1941,,18,LAKE,89,43.3,
SURVEY,1941,,18,NEWTON,111,43.1,
SURVEY,1941,,18,PORTER,127,43.2,
SURVEY,1941,,18,PULASKI,131,34.6,
SURVEY,1941,,18,STARKE,149,35.9,
SURVEY,1941,,18,WHITE,181,47.8,
SURVEY,1941,,18,BROWN,13,26.8,
SURVEY,1941,,18,CRAWFORD,25,26.8,
SURVEY,1941,,18,FLOYD,43,38.9,
SURVEY,1941,,18,HARRISON,61,31.1,
SURVEY,1941,,18,JACKSON,71,38.2,
SURVEY,1941,,18,LAWRENCE,93,35.6,
SURVEY,1941,,18,MONROE,105,29.6,
SURVEY,1941,,18,ORANGE,117,34.8,
SURVEY,1941,,18,PERRY,123,32.1,
SURVEY,1941,,18,WASHINGTON,175,32.4,
SURVEY,1941,,18,CLARK,19,32,
SURVEY,1941,,18,DEARBORN,29,28.9,
SURVEY,1941,,18,FRANKLIN,47,51.9,
SURVEY,1941,,18,JEFFERSON,77,33,
SURVEY,1941,,18,JENNINGS,79,31.5,
SURVEY,1941,,18,OHIO,115,30.5,
SURVEY,1941,,18,RIPLEY,137,31.4,
SURVEY,1941,,18,SCOTT,143,30.9,
SURVEY,1941,,18,SWITZERLAND,155,27.8,
SURVEY,1941,,18,DAVIESS,27,45.6,
SURVEY,1941,,18,DUBOIS,37,40.1,
SURVEY,1941,,18,GIBSON,51,51.1,
SURVEY,1941,,18,GREENE,55,45.4,
SURVEY,1941,,18,KNOX,83,44,
SURVEY,1941,,18,MARTIN,101,41.3,
SURVEY,1941,,18,PIKE,125,36,
SURVEY,1941,,18,POSEY,129,43.4,
SURVEY,1941,,18,SPENCER,147,39.7,
SURVEY,1941,,18,SULLIVAN,153,40.6,
SURVEY,1941,,18,VANDERBURGH,163,46.1,
SURVEY,1941,,18,WARRICK,173,40.1,
SURVEY,1941,,18,CLAY,21,43.9,
SURVEY,1941,,18,FOUNTAIN,45,50,
SURVEY,1941,,18,MONTGOMERY,107,50.7,
SURVEY,1941,,18,OWEN,119,34.8,
SURVEY,1941,,18,PARKE,121,47,
SURVEY,1941,,18,PUTNAM,133,45.7,
SURVEY,1941,,18,TIPPECANOE,157,45.8,
SURVEY,1941,,18,VERMILLION,165,44.6,
SURVEY,1941,,18,VIGO,167,38.5,
SURVEY,1941,,18,WARREN,171,53.6,
SURVEY,1940,,18,BARTHOLOMEW,5,28.7,
SURVEY,1940,,18,BOONE,11,37.6,
SURVEY,1940,,18,CLINTON,23,43.5,
SURVEY,1940,,18,DECATUR,31,36.7,
SURVEY,1940,,18,GRANT,53,39.5,
SURVEY,1940,,18,HAMILTON,57,42.6,
SURVEY,1940,,18,HANCOCK,59,42.6,
SURVEY,1940,,18,HENDRICKS,63,38.6,
SURVEY,1940,,18,HOWARD,67,45.6,
SURVEY,1940,,18,JOHNSON,81,35.7,
SURVEY,1940,,18,MADISON,95,45.5,
SURVEY,1940,,18,MARION,97,30.7,
SURVEY,1940,,18,MORGAN,109,38.6,
SURVEY,1940,,18,RUSH,139,40.5,
SURVEY,1940,,18,SHELBY,145,32.7,
SURVEY,1940,,18,TIPTON,159,52.5,
SURVEY,1940,,18,BLACKFORD,9,35.7,
SURVEY,1940,,18,DELAWARE,35,41.6,
SURVEY,1940,,18,FAYETTE,41,35.7,
SURVEY,1940,,18,HENRY,65,37.6,
SURVEY,1940,,18,JAY,75,39.6,
SURVEY,1940,,18,RANDOLPH,135,39.6,
SURVEY,1940,,18,UNION,161,44.6,
SURVEY,1940,,18,WAYNE,177,39.6,
SURVEY,1940,,18,CARROLL,15,39.6,
SURVEY,1940,,18,CASS,17,43.5,
SURVEY,1940,,18,ELKHART,39,32.7,
SURVEY,1940,,18,FULTON,49,28.7,
SURVEY,1940,,18,KOSCIUSKO,85,36.7,
SURVEY,1940,,18,MARSHALL,99,38.6,
SURVEY,1940,,18,MIAMI,103,43.6,
SURVEY,1940,,18,ST. JOSEPH,141,39.6,
SURVEY,1940,,18,WABASH,169,39.6,
SURVEY,1940,,18,ADAMS,1,41.6,
SURVEY,1940,,18,ALLEN,3,41.6,
SURVEY,1940,,18,DE KALB,33,33.7,
SURVEY,1940,,18,HUNTINGTON,69,41.6,
SURVEY,1940,,18,LAGRANGE,87,33.7,
SURVEY,1940,,18,NOBLE,113,33.7,
SURVEY,1940,,18,STEUBEN,151,40.6,
SURVEY,1940,,18,WELLS,179,41.6,
SURVEY,1940,,18,WHITLEY,183,38.6,
SURVEY,1940,,18,BENTON,7,38.6,
SURVEY,1940,,18,JASPER,73,36.7,
SURVEY,1940,,18,LA PORTE,91,37.7,
SURVEY,1940,,18,LAKE,89,36.7,
SURVEY,1940,,18,NEWTON,111,41.6,
SURVEY,1940,,18,PORTER,127,33.7,
SURVEY,1940,,18,PULASKI,131,31.7,
SURVEY,1940,,18,STARKE,149,31.7,
SURVEY,1940,,18,WHITE,181,40.6,
SURVEY,1940,,18,BROWN,13,28.6,
SURVEY,1940,,18,CRAWFORD,25,24.8,
SURVEY,1940,,18,FLOYD,43,29.6,
SURVEY,1940,,18,HARRISON,61,28.7,
SURVEY,1940,,18,JACKSON,71,28.7,
SURVEY,1940,,18,LAWRENCE,93,29.6,
SURVEY,1940,,18,MONROE,105,28.6,
SURVEY,1940,,18,ORANGE,117,31.6,
SURVEY,1940,,18,PERRY,123,31.8,
SURVEY,1940,,18,WASHINGTON,175,29.7,
SURVEY,1940,,18,CLARK,19,31.7,
SURVEY,1940,,18,DEARBORN,29,28.7,
SURVEY,1940,,18,FRANKLIN,47,31.7,
SURVEY,1940,,18,JEFFERSON,77,24.8,
SURVEY,1940,,18,JENNINGS,79,26.8,
SURVEY,1940,,18,OHIO,115,30.8,
SURVEY,1940,,18,RIPLEY,137,28.7,
SURVEY,1940,,18,SCOTT,143,23.8,
SURVEY,1940,,18,SWITZERLAND,155,28.8,
SURVEY,1940,,18,DAVIESS,27,33.7,
SURVEY,1940,,18,DUBOIS,37,37.6,
SURVEY,1940,,18,GIBSON,51,38.6,
SURVEY,1940,,18,GREENE,55,32.7,
SURVEY,1940,,18,KNOX,83,39.6,
SURVEY,1940,,18,MARTIN,101,30.6,
SURVEY,1940,,18,PIKE,125,28.7,
SURVEY,1940,,18,POSEY,129,34.7,
SURVEY,1940,,18,SPENCER,147,33.7,
SURVEY,1940,,18,SULLIVAN,153,30.7,
SURVEY,1940,,18,VANDERBURGH,163,38.5,
SURVEY,1940,,18,WARRICK,173,31.7,
